dataset,seed,t,J,silhouette,margin,error,g,entanglement_proxy_E,delta_accuracy_vs_J0
EMNIST Balanced,23,0.1,0.03,0.2579440805089495,0.4394664797873809,0.21639852807907065,0.48101203221725974,0.39083354677840354,0.012777933684086595
EMNIST Balanced,37,0.1,0.03,0.24697222664829535,0.40805621479853904,0.22269887227057952,0.43232956917625487,0.3465374971630373,0.006802960480066487
EMNIST Balanced,47,0.1,0.03,0.2741959465525477,0.42928422127676613,0.22461519506247837,0.4788649727668355,0.37834112550929244,0.009268400947438077
EMNIST Balanced,59,0.1,0.03,0.2596588827396114,0.43831728552188065,0.21806852173010247,0.4799076465313895,0.34066557415602056,0.0024501728563236912
EMNIST Balanced,11,0.1,0.06,0.27707063853824637,0.4414806735367614,0.22296535041526924,0.49558596165973856,0.3877722104604204,0.01024747195133262
EMNIST Balanced,23,0.1,0.06,0.26914908050894953,0.4550364797873808,0.21188352807907065,0.5123020322172597,0.43697354677840355,0.014253933684086596
EMNIST Balanced,37,0.1,0.06,0.25817722664829534,0.42362621479853896,0.21818387227057953,0.4636195691762548,0.3926774971630373,0.008278960480066488
EMNIST Balanced,47,0.1,0.06,0.2854009465525477,0.44485422127676605,0.22010019506247838,0.5101549727668354,0.42448112550929246,0.010744400947438079
EMNIST Balanced,59,0.1,0.06,0.27086388273961143,0.45388728552188057,0.21355352173010247,0.5111976465313895,0.38680557415602057,0.003926172856323693
EMNIST Balanced,11,0.1,0.1,0.28963063853824633,0.45972067353676144,0.21848535041526926,0.5308659616597384,0.44425221046042035,0.01187947195133262
EMNIST Balanced,23,0.1,0.1,0.2817090805089495,0.47327647978738085,0.20740352807907067,0.5475820322172597,0.49345354677840353,0.015885933684086598
EMNIST Balanced,37,0.1,0.1,0.2707372266482953,0.441866214798539,0.21370387227057955,0.4988995691762548,0.44915749716303727,0.009910960480066488
EMNIST Balanced,47,0.1,0.1,0.2979609465525477,0.4630942212767661,0.2156201950624784,0.5454349727668354,0.48096112550929243,0.012376400947438079
EMNIST Balanced,59,0.1,0.1,0.2834238827396114,0.4721272855218806,0.2090735217301025,0.5464776465313894,0.44328557415602055,0.005558172856323693
EMNIST Balanced,11,0.1,0.15,0.30150563853824636,0.4784706735367614,0.21536035041526924,0.5646159616597386,0.5067522104604204,0.013379471951332617
EMNIST Balanced,23,0.1,0.15,0.2935840805089495,0.49202647978738084,0.20427852807907065,0.5813320322172597,0.5559535467784035,0.017385933684086596
EMNIST Balanced,37,0.1,0.15,0.28261222664829533,0.460616214798539,0.21057887227057953,0.5326495691762547,0.5116574971630372,0.011410960480066486
EMNIST Balanced,47,0.1,0.15,0.3098359465525477,0.48184422127676607,0.21249519506247838,0.5791849727668353,0.5434611255092925,0.013876400947438076
EMNIST Balanced,59,0.1,0.15,0.2952988827396114,0.4908772855218806,0.20594852173010247,0.5802276465313896,0.5057855741560205,0.0070581728563236905
EMNIST Balanced,11,0.1,0.22,0.3109906385382463,0.49716067353676147,0.21560535041526924,0.5925459616597386,0.5791322104604204,0.014471471951332616
EMNIST Balanced,23,0.1,0.22,0.3030690805089495,0.5107164797873809,0.20452352807907065,0.6092620322172597,0.6283335467784035,0.018477933684086595
EMNIST Balanced,37,0.1,0.22,0.2920972266482953,0.479306214798539,0.21082387227057953,0.5605795691762547,0.5840374971630372,0.012502960480066485
EMNIST Balanced,47,0.1,0.22,0.31932094655254767,0.5005342212767662,0.21274019506247838,0.6071149727668355,0.6158411255092925,0.014968400947438076
EMNIST Balanced,59,0.1,0.22,0.3047838827396114,0.5095672855218806,0.20619352173010247,0.6081576465313894,0.5781655741560205,0.00815017285632369
EMNIST Balanced,11,0.1,0.3,0.31163063853824635,0.5077206735367614,0.22248535041526926,0.5968659616597385,0.6402522104604205,0.014279471951332619
EMNIST Balanced,23,0.1,0.3,0.3037090805089495,0.5212764797873809,0.21140352807907067,0.6135820322172597,0.6894535467784035,0.018285933684086597
EMNIST Balanced,37,0.1,0.3,0.2927372266482953,0.48986621479853903,0.21770387227057955,0.5648995691762548,0.6451574971630373,0.012310960480066488
EMNIST Balanced,47,0.1,0.3,0.3199609465525477,0.5110942212767662,0.2196201950624784,0.6114349727668354,0.6769611255092925,0.014776400947438078
EMNIST Balanced,59,0.1,0.3,0.3054238827396114,0.5201272855218806,0.2130735217301025,0.6124776465313895,0.6392855741560206,0.007958172856323692
EMNIST Balanced,11,0.1,0.4,0.2971306385382464,0.5047206735367614,0.24098535041526925,0.5608659616597386,0.6842522104604204,0.01187947195133262
EMNIST Balanced,23,0.1,0.4,0.28920908050894956,0.5182764797873808,0.22990352807907066,0.5775820322172597,0.7334535467784035,0.015885933684086598
EMNIST Balanced,37,0.1,0.4,0.27823722664829537,0.486866214798539,0.23620387227057954,0.5288995691762548,0.6891574971630372,0.009910960480066488
EMNIST Balanced,47,0.1,0.4,0.30546094655254774,0.5080942212767661,0.2381201950624784,0.5754349727668354,0.7209611255092925,0.012376400947438079
EMNIST Balanced,59,0.1,0.4,0.29092388273961145,0.5171272855218806,0.23157352173010248,0.5764776465313896,0.6832855741560205,0.005558172856323693
EMNIST Balanced,11,0.25,0.0,0.25921389670389056,0.41250287914200745,0.21133318200388718,0.4603835938420108,0.3359511737930777,0.008486499011149076
EMNIST Balanced,23,0.25,0.0,0.2767565100937868,0.4024252480504721,0.23253710231628016,0.4466446558279788,0.3277335083054791,0.01308070594773689
EMNIST Balanced,37,0.25,0.0,0.26114015681035363,0.40466187634486644,0.23142747576143377,0.4343745573937864,0.3352105076518881,0.015848291131880528
EMNIST Balanced,47,0.25,0.0,0.26118352707343945,0.41253134713032275,0.23735414578191286,0.43636072842184936,0.29643508365524207,0.014951366076651196
EMNIST Balanced,59,0.25,0.0,0.26005475091346486,0.4128511833214933,0.22330930381557312,0.449596630419385,0.273727427706248,0.0060397576854857235
EMNIST Balanced,11,0.25,0.03,0.27194889670389055,0.4296928791420075,0.20582818200388717,0.49581359384201085,0.3853311737930777,0.010178499011149075
EMNIST Balanced,23,0.25,0.03,0.2894915100937868,0.4196152480504721,0.22703210231628015,0.4820746558279788,0.3771135083054791,0.01477270594773689
EMNIST Balanced,37,0.25,0.03,0.2738751568103536,0.4218518763448665,0.22592247576143376,0.46980455739378635,0.38459050765188807,0.017540291131880527
EMNIST Balanced,47,0.25,0.03,0.27391852707343944,0.4297213471303228,0.23184914578191285,0.4717907284218493,0.34581508365524205,0.016643366076651196
EMNIST Balanced,59,0.25,0.03,0.27278975091346486,0.4300411833214933,0.2178043038155731,0.485026630419385,0.323107427706248,0.0077317576854857226
EMNIST Balanced,11,0.25,0.06,0.2831538967038906,0.4452628791420074,0.20131318200388718,0.5271035938420108,0.4314711737930777,0.011654499011149077
EMNIST Balanced,23,0.25,0.06,0.30069651009378684,0.43518524805047204,0.22251710231628016,0.5133646558279787,0.4232535083054791,0.01624870594773689
EMNIST Balanced,37,0.25,0.06,0.28508015681035365,0.4374218763448664,0.22140747576143377,0.5010945573937864,0.4307305076518881,0.01901629113188053
EMNIST Balanced,47,0.25,0.06,0.28512352707343946,0.4452913471303227,0.22733414578191286,0.5030807284218493,0.39195508365524206,0.018119366076651197
EMNIST Balanced,59,0.25,0.06,0.2839947509134649,0.44561118332149324,0.21328930381557312,0.516316630419385,0.369247427706248,0.009207757685485724
EMNIST Balanced,11,0.25,0.1,0.29571389670389053,0.46350287914200744,0.1968331820038872,0.5623835938420108,0.4879511737930777,0.013286499011149077
EMNIST Balanced,23,0.25,0.1,0.3132565100937868,0.4534252480504721,0.21803710231628018,0.5486446558279787,0.47973350830547906,0.01788070594773689
EMNIST Balanced,37,0.25,0.1,0.2976401568103536,0.45566187634486643,0.21692747576143379,0.5363745573937863,0.48721050765188806,0.020648291131880527
EMNIST Balanced,47,0.25,0.1,0.2976835270734394,0.46353134713032274,0.22285414578191287,0.5383607284218492,0.44843508365524204,0.019751366076651195
EMNIST Balanced,59,0.25,0.1,0.29655475091346484,0.4638511833214933,0.20880930381557314,0.5515966304193849,0.425727427706248,0.010839757685485724
EMNIST Balanced,11,0.25,0.15,0.30758889670389056,0.48225287914200743,0.19370818200388717,0.5961335938420108,0.5504511737930776,0.014786499011149075
EMNIST Balanced,23,0.25,0.15,0.3251315100937868,0.47217524805047206,0.21491210231628016,0.5823946558279787,0.5422335083054791,0.019380705947736887
EMNIST Balanced,37,0.25,0.15,0.30951515681035363,0.4744118763448664,0.21380247576143377,0.5701245573937863,0.549710507651888,0.022148291131880524
EMNIST Balanced,47,0.25,0.15,0.30955852707343945,0.4822813471303227,0.21972914578191285,0.5721107284218494,0.510935083655242,0.021251366076651193
EMNIST Balanced,59,0.25,0.15,0.30842975091346486,0.48260118332149327,0.20568430381557312,0.5853466304193851,0.488227427706248,0.012339757685485722
EMNIST Balanced,11,0.25,0.22,0.3170738967038905,0.5009428791420074,0.19395318200388717,0.6240635938420107,0.6228311737930776,0.015878499011149075
EMNIST Balanced,23,0.25,0.22,0.3346165100937868,0.4908652480504721,0.21515710231628016,0.6103246558279787,0.6146135083054791,0.020472705947736886
EMNIST Balanced,37,0.25,0.22,0.3190001568103536,0.49310187634486646,0.21404747576143376,0.5980545573937862,0.622090507651888,0.023240291131880524
EMNIST Balanced,47,0.25,0.22,0.3190435270734394,0.5009713471303228,0.21997414578191285,0.6000407284218493,0.583315083655242,0.022343366076651192
EMNIST Balanced,59,0.25,0.22,0.3179147509134648,0.5012911833214932,0.20592930381557312,0.6132766304193848,0.5606074277062479,0.013431757685485721
EMNIST Balanced,11,0.25,0.3,0.31771389670389055,0.5115028791420074,0.2008331820038872,0.6283835938420107,0.6839511737930777,0.015686499011149078
EMNIST Balanced,23,0.25,0.3,0.3352565100937868,0.5014252480504721,0.22203710231628018,0.6146446558279788,0.6757335083054792,0.02028070594773689
EMNIST Balanced,37,0.25,0.3,0.3196401568103536,0.5036618763448665,0.2209274757614338,0.6023745573937863,0.6832105076518881,0.023048291131880526
EMNIST Balanced,47,0.25,0.3,0.31968352707343944,0.5115313471303228,0.22685414578191287,0.6043607284218493,0.644435083655242,0.022151366076651195
EMNIST Balanced,59,0.25,0.3,0.31855475091346486,0.5118511833214933,0.21280930381557314,0.617596630419385,0.621727427706248,0.013239757685485723
EMNIST Balanced,11,0.25,0.4,0.3032138967038906,0.5085028791420074,0.21933318200388718,0.5923835938420109,0.7279511737930776,0.013286499011149077
EMNIST Balanced,23,0.25,0.4,0.32075651009378686,0.49842524805047206,0.24053710231628017,0.5786446558279787,0.7197335083054791,0.01788070594773689
EMNIST Balanced,37,0.25,0.4,0.30514015681035367,0.5006618763448664,0.23942747576143378,0.5663745573937863,0.727210507651888,0.020648291131880527
EMNIST Balanced,47,0.25,0.4,0.3051835270734395,0.5085313471303228,0.24535414578191286,0.5683607284218495,0.688435083655242,0.019751366076651195
EMNIST Balanced,59,0.25,0.4,0.3040547509134649,0.5088511833214933,0.23130930381557313,0.581596630419385,0.6657274277062479,0.010839757685485724
EMNIST Balanced,11,0.5,0.0,0.2812262416444339,0.4201140778830527,0.22147674475461962,0.4798635747728669,0.3399544766967394,0.009703893732661556
EMNIST Balanced,23,0.5,0.0,0.2706971732586362,0.3974695694045972,0.22641409286298683,0.44175264980024653,0.2673034835213406,0.013541638665479378
EMNIST Balanced,37,0.5,0.0,0.2709586063360102,0.39654597484102816,0.23130601586407085,0.4361985653129675,0.29363423747562956,0.005496027394330148
EMNIST Balanced,47,0.5,0.0,0.25991112074108497,0.4036523544403277,0.22622265946077005,0.43734081572064265,0.27329735352419887,0.008443708992380977
EMNIST Balanced,59,0.5,0.0,0.25909295948194905,0.42473839773571903,0.21897409558962194,0.46485726162804614,0.26535578114251046,0.012812943192963723
EMNIST Balanced,11,0.5,0.03,0.2939612416444339,0.43730407788305276,0.2159717447546196,0.5152935747728671,0.3893344766967394,0.011395893732661555
EMNIST Balanced,23,0.5,0.03,0.2834321732586362,0.41465956940459725,0.22090909286298682,0.47718264980024655,0.31668348352134057,0.015233638665479377
EMNIST Balanced,37,0.5,0.03,0.2836936063360102,0.4137359748410282,0.22580101586407084,0.4716285653129675,0.34301423747562954,0.007188027394330147
EMNIST Balanced,47,0.5,0.03,0.27264612074108496,0.42084235444032775,0.22071765946077004,0.4727708157206427,0.32267735352419885,0.010135708992380976
EMNIST Balanced,59,0.5,0.03,0.27182795948194904,0.44192839773571907,0.21346909558962193,0.5002872616280463,0.31473578114251044,0.014504943192963722
EMNIST Balanced,11,0.5,0.06,0.3051662416444339,0.4528740778830527,0.21145674475461962,0.5465835747728669,0.43547447669673933,0.012871893732661557
EMNIST Balanced,23,0.5,0.06,0.2946371732586362,0.43022956940459717,0.21639409286298683,0.5084726498002465,0.3628234835213406,0.01670963866547938
EMNIST Balanced,37,0.5,0.06,0.2948986063360102,0.4293059748410281,0.22128601586407085,0.5029185653129675,0.38915423747562955,0.00866402739433015
EMNIST Balanced,47,0.5,0.06,0.283851120741085,0.43641235444032767,0.21620265946077005,0.5040608157206425,0.36881735352419887,0.011611708992380978
EMNIST Balanced,59,0.5,0.06,0.28303295948194906,0.457498397735719,0.20895409558962194,0.5315772616280461,0.36087578114251045,0.015980943192963722
EMNIST Balanced,11,0.5,0.1,0.31772624164443386,0.4711140778830527,0.20697674475461963,0.5818635747728669,0.4919544766967393,0.014503893732661557
EMNIST Balanced,23,0.5,0.1,0.30719717325863616,0.4484695694045972,0.21191409286298685,0.5437526498002465,0.41930348352134056,0.01834163866547938
EMNIST Balanced,37,0.5,0.1,0.3074586063360102,0.44754597484102815,0.21680601586407086,0.5381985653129674,0.4456342374756295,0.010296027394330148
EMNIST Balanced,47,0.5,0.1,0.29641112074108494,0.4546523544403277,0.21172265946077007,0.5393408157206426,0.42529735352419884,0.013243708992380978
EMNIST Balanced,59,0.5,0.1,0.295592959481949,0.475738397735719,0.20447409558962196,0.5668572616280462,0.41735578114251043,0.017612943192963724
EMNIST Balanced,11,0.5,0.15,0.3296012416444339,0.4898640778830527,0.20385174475461962,0.6156135747728669,0.5544544766967393,0.016003893732661555
EMNIST Balanced,23,0.5,0.15,0.3190721732586362,0.4672195694045972,0.20878909286298683,0.5775026498002466,0.48180348352134056,0.019841638665479378
EMNIST Balanced,37,0.5,0.15,0.3193336063360102,0.46629597484102814,0.21368101586407084,0.5719485653129676,0.5081342374756295,0.011796027394330146
EMNIST Balanced,47,0.5,0.15,0.30828612074108497,0.4734023544403277,0.20859765946077005,0.5730908157206426,0.48779735352419884,0.014743708992380975
EMNIST Balanced,59,0.5,0.15,0.30746795948194905,0.494488397735719,0.20134909558962194,0.600607261628046,0.47985578114251043,0.01911294319296372
EMNIST Balanced,11,0.5,0.22,0.33908624164443385,0.5085540778830527,0.2040967447546196,0.643543574772867,0.6268344766967393,0.017095893732661554
EMNIST Balanced,23,0.5,0.22,0.32855717325863615,0.48590956940459723,0.20903409286298683,0.6054326498002466,0.5541834835213405,0.020933638665479377
EMNIST Balanced,37,0.5,0.22,0.3288186063360102,0.4849859748410282,0.21392601586407084,0.5998785653129675,0.5805142374756295,0.012888027394330145
EMNIST Balanced,47,0.5,0.22,0.31777112074108493,0.49209235444032773,0.20884265946077005,0.6010208157206426,0.5601773535241988,0.015835708992380973
EMNIST Balanced,59,0.5,0.22,0.316952959481949,0.513178397735719,0.20159409558962194,0.6285372616280461,0.5522357811425104,0.02020494319296372
EMNIST Balanced,11,0.5,0.3,0.3397262416444339,0.5191140778830527,0.21097674475461964,0.6478635747728669,0.6879544766967394,0.016903893732661556
EMNIST Balanced,23,0.5,0.3,0.3291971732586362,0.49646956940459724,0.21591409286298685,0.6097526498002466,0.6153034835213406,0.02074163866547938
EMNIST Balanced,37,0.5,0.3,0.3294586063360102,0.4955459748410282,0.22080601586407086,0.6041985653129675,0.6416342374756295,0.012696027394330147
EMNIST Balanced,47,0.5,0.3,0.31841112074108496,0.5026523544403277,0.21572265946077007,0.6053408157206427,0.6212973535241989,0.015643708992380975
EMNIST Balanced,59,0.5,0.3,0.31759295948194904,0.5237383977357191,0.20847409558962196,0.6328572616280462,0.6133557811425104,0.020012943192963723
EMNIST Balanced,11,0.5,0.4,0.3252262416444339,0.5161140778830526,0.22947674475461963,0.6118635747728669,0.7319544766967393,0.014503893732661557
EMNIST Balanced,23,0.5,0.4,0.3146971732586362,0.49346956940459713,0.23441409286298684,0.5737526498002464,0.6593034835213405,0.01834163866547938
EMNIST Balanced,37,0.5,0.4,0.31495860633601025,0.4925459748410281,0.23930601586407085,0.5681985653129674,0.6856342374756295,0.010296027394330148
EMNIST Balanced,47,0.5,0.4,0.303911120741085,0.49965235444032763,0.23422265946077006,0.5693408157206427,0.6652973535241988,0.013243708992380978
EMNIST Balanced,59,0.5,0.4,0.3030929594819491,0.520738397735719,0.22697409558962195,0.5968572616280461,0.6573557811425104,0.017612943192963724
EMNIST Balanced,11,0.75,0.0,0.2883099250714613,0.4063422833526042,0.21491194317665713,0.47974026524740837,0.3142079903594957,0.010726155560492997
EMNIST Balanced,23,0.75,0.0,0.28337922581022645,0.4133670454660789,0.24279763725134798,0.45394863402495733,0.29060797089455925,0.011173551479437868
EMNIST Balanced,37,0.75,0.0,0.2677936980239865,0.41224260853400496,0.2132620065085968,0.4667743000493947,0.2952211080711691,0.004593030979514665
EMNIST Balanced,47,0.75,0.0,0.28009894428865856,0.40970737671823887,0.21932983275710272,0.4704764882497947,0.2714629758674864,0.00892002224042848
EMNIST Balanced,59,0.75,0.0,0.256461631946037,0.4120191989680452,0.2265521303670138,0.44192870054706834,0.30305238387131306,0.013454975565293327
EMNIST Balanced,11,0.75,0.03,0.3010449250714613,0.42353228335260423,0.20940694317665712,0.5151702652474085,0.3635879903594957,0.012418155560492996
EMNIST Balanced,23,0.75,0.03,0.29611422581022645,0.4305570454660789,0.23729263725134797,0.4893786340249574,0.33998797089455923,0.012865551479437867
EMNIST Balanced,37,0.75,0.03,0.2805286980239865,0.429432608534005,0.2077570065085968,0.5022043000493948,0.34460110807116906,0.006285030979514664
EMNIST Balanced,47,0.75,0.03,0.29283394428865855,0.4268973767182389,0.2138248327571027,0.5059064882497947,0.3208429758674864,0.01061202224042848
EMNIST Balanced,59,0.75,0.03,0.269196631946037,0.4292091989680452,0.2210471303670138,0.47735870054706836,0.35243238387131304,0.015146975565293326
EMNIST Balanced,11,0.75,0.06,0.3122499250714613,0.43910228335260415,0.20489194317665713,0.5464602652474083,0.4097279903594957,0.013894155560492998
EMNIST Balanced,23,0.75,0.06,0.30731922581022647,0.44612704546607884,0.23277763725134798,0.5206686340249573,0.38612797089455925,0.014341551479437869
EMNIST Balanced,37,0.75,0.06,0.2917336980239865,0.4450026085340049,0.2032420065085968,0.5334943000493947,0.3907411080711691,0.007761030979514666
EMNIST Balanced,47,0.75,0.06,0.3040389442886586,0.4424673767182388,0.20930983275710272,0.5371964882497947,0.3669829758674864,0.012088022240428481
EMNIST Balanced,59,0.75,0.06,0.280401631946037,0.44477919896804513,0.2165321303670138,0.5086487005470683,0.39857238387131305,0.016622975565293328
EMNIST Balanced,11,0.75,0.1,0.3248099250714613,0.4573422833526042,0.20041194317665714,0.5817402652474084,0.46620799035949567,0.015526155560492997
EMNIST Balanced,23,0.75,0.1,0.31987922581022643,0.4643670454660789,0.228297637251348,0.5559486340249573,0.4426079708945592,0.01597355147943787
EMNIST Balanced,37,0.75,0.1,0.3042936980239865,0.46324260853400495,0.19876200650859682,0.5687743000493946,0.44722110807116905,0.009393030979514666
EMNIST Balanced,47,0.75,0.1,0.31659894428865853,0.46070737671823886,0.20482983275710273,0.5724764882497946,0.4234629758674864,0.013720022240428481
EMNIST Balanced,59,0.75,0.1,0.29296163194603697,0.46301919896804516,0.2120521303670138,0.5439287005470683,0.455052383871313,0.01825497556529333
EMNIST Balanced,11,0.75,0.15,0.3366849250714613,0.4760922833526042,0.19728694317665713,0.6154902652474084,0.5287079903594957,0.017026155560492997
EMNIST Balanced,23,0.75,0.15,0.33175422581022646,0.48311704546607886,0.22517263725134798,0.5896986340249574,0.5051079708945592,0.017473551479437868
EMNIST Balanced,37,0.75,0.15,0.3161686980239865,0.48199260853400494,0.1956370065085968,0.6025243000493946,0.509721108071169,0.010893030979514664
EMNIST Balanced,47,0.75,0.15,0.32847394428865856,0.47945737671823885,0.20170483275710271,0.6062264882497947,0.4859629758674864,0.015220022240428479
EMNIST Balanced,59,0.75,0.15,0.304836631946037,0.48176919896804515,0.2089271303670138,0.5776787005470684,0.517552383871313,0.019754975565293327
EMNIST Balanced,11,0.75,0.22,0.34616992507146127,0.4947822833526042,0.19753194317665712,0.6434202652474084,0.6010879903594957,0.018118155560492996
EMNIST Balanced,23,0.75,0.22,0.3412392258102264,0.5018070454660789,0.22541763725134797,0.6176286340249574,0.5774879708945592,0.018565551479437867
EMNIST Balanced,37,0.75,0.22,0.32565369802398647,0.5006826085340049,0.1958820065085968,0.6304543000493946,0.582101108071169,0.011985030979514663
EMNIST Balanced,47,0.75,0.22,0.3379589442886585,0.4981473767182389,0.2019498327571027,0.6341564882497948,0.5583429758674864,0.016312022240428478
EMNIST Balanced,59,0.75,0.22,0.31432163194603696,0.5004591989680451,0.2091721303670138,0.6056087005470683,0.589932383871313,0.020846975565293326
EMNIST Balanced,11,0.75,0.3,0.3468099250714613,0.5053422833526043,0.20441194317665715,0.6477402652474085,0.6622079903594957,0.017926155560493
EMNIST Balanced,23,0.75,0.3,0.34187922581022645,0.5123670454660789,0.232297637251348,0.6219486340249574,0.6386079708945592,0.01837355147943787
EMNIST Balanced,37,0.75,0.3,0.3262936980239865,0.511242608534005,0.20276200650859683,0.6347743000493946,0.6432211080711691,0.011793030979514665
EMNIST Balanced,47,0.75,0.3,0.33859894428865855,0.508707376718239,0.20882983275710273,0.6384764882497947,0.6194629758674864,0.01612002224042848
EMNIST Balanced,59,0.75,0.3,0.314961631946037,0.5110191989680453,0.21605213036701382,0.6099287005470684,0.651052383871313,0.02065497556529333
EMNIST Balanced,11,0.75,0.4,0.33230992507146134,0.5023422833526042,0.22291194317665713,0.6117402652474084,0.7062079903594957,0.015526155560492997
EMNIST Balanced,23,0.75,0.4,0.3273792258102265,0.5093670454660788,0.250797637251348,0.5859486340249573,0.6826079708945592,0.01597355147943787
EMNIST Balanced,37,0.75,0.4,0.31179369802398654,0.5082426085340049,0.22126200650859681,0.5987743000493946,0.687221108071169,0.009393030979514666
EMNIST Balanced,47,0.75,0.4,0.3240989442886586,0.5057073767182388,0.22732983275710272,0.6024764882497947,0.6634629758674864,0.013720022240428481
EMNIST Balanced,59,0.75,0.4,0.30046163194603703,0.5080191989680451,0.2345521303670138,0.5739287005470683,0.695052383871313,0.01825497556529333
EMNIST Balanced,11,1.0,0.0,0.26127023136072663,0.41723468433610916,0.2404066724845469,0.4380982432122889,0.31456493046584955,0.015579120342926512
EMNIST Balanced,23,1.0,0.0,0.2816958392027773,0.42035576442167527,0.22571035678945467,0.47634124683499796,0.30325144226670936,0.008117742209801437
EMNIST Balanced,37,1.0,0.0,0.280024003961015,0.4190759953229831,0.21087397833085805,0.48822602095314005,0.30977300821381965,0.010957294385971164
EMNIST Balanced,47,1.0,0.0,0.2790742733035859,0.40459018949885844,0.2202874337196743,0.4633770290827701,0.310760217366045,0.00681728209165058
EMNIST Balanced,59,1.0,0.0,0.2797342747513411,0.4125827343549525,0.22960785959065316,0.4627091495156404,0.230712770557967,0.010081816495934629
EMNIST Balanced,11,1.0,0.03,0.2740052313607266,0.4344246843361092,0.2349016724845469,0.47352824321228887,0.3639449304658495,0.01727112034292651
EMNIST Balanced,23,1.0,0.03,0.29443083920277724,0.4375457644216753,0.22020535678945466,0.511771246834998,0.35263144226670934,0.009809742209801436
EMNIST Balanced,37,1.0,0.03,0.29275900396101495,0.43626599532298316,0.20536897833085804,0.52365602095314,0.3591530082138196,0.012649294385971163
EMNIST Balanced,47,1.0,0.03,0.29180927330358586,0.4217801894988585,0.2147824337196743,0.4988070290827701,0.36014021736604496,0.00850928209165058
EMNIST Balanced,59,1.0,0.03,0.29246927475134105,0.42977273435495256,0.22410285959065315,0.4981391495156404,0.280092770557967,0.011773816495934628
EMNIST Balanced,11,1.0,0.06,0.2852102313607266,0.4499946843361091,0.23038667248454692,0.5048182432122887,0.41008493046584954,0.018747120342926513
EMNIST Balanced,23,1.0,0.06,0.30563583920277726,0.4531157644216752,0.21569035678945467,0.5430612468349978,0.39877144226670935,0.011285742209801438
EMNIST Balanced,37,1.0,0.06,0.303964003961015,0.4518359953229831,0.20085397833085805,0.55494602095314,0.40529300821381964,0.014125294385971165
EMNIST Balanced,47,1.0,0.06,0.3030142733035859,0.4373501894988584,0.2102674337196743,0.53009702908277,0.40628021736604497,0.009985282091650581
EMNIST Balanced,59,1.0,0.06,0.30367427475134107,0.4453427343549525,0.21958785959065316,0.5294291495156404,0.32623277055796696,0.01324981649593463
EMNIST Balanced,11,1.0,0.1,0.2977702313607266,0.46823468433610915,0.22590667248454693,0.5400982432122889,0.4665649304658495,0.02037912034292651
EMNIST Balanced,23,1.0,0.1,0.3181958392027773,0.47135576442167526,0.21121035678945468,0.5783412468349979,0.4552514422667093,0.012917742209801436
EMNIST Balanced,37,1.0,0.1,0.316524003961015,0.4700759953229831,0.19637397833085807,0.59022602095314,0.4617730082138196,0.015757294385971163
EMNIST Balanced,47,1.0,0.1,0.3155742733035859,0.45559018949885843,0.2057874337196743,0.56537702908277,0.46276021736604495,0.01161728209165058
EMNIST Balanced,59,1.0,0.1,0.3162342747513411,0.4635827343549525,0.21510785959065318,0.5647091495156404,0.38271277055796693,0.01488181649593463
EMNIST Balanced,11,1.0,0.15,0.3096452313607266,0.48698468433610914,0.2227816724845469,0.5738482432122889,0.5290649304658495,0.02187912034292651
EMNIST Balanced,23,1.0,0.15,0.33007083920277724,0.49010576442167525,0.20808535678945467,0.6120912468349977,0.5177514422667093,0.014417742209801434
EMNIST Balanced,37,1.0,0.15,0.32839900396101496,0.4888259953229831,0.19324897833085805,0.62397602095314,0.5242730082138196,0.01725729438597116
EMNIST Balanced,47,1.0,0.15,0.32744927330358586,0.4743401894988584,0.2026624337196743,0.5991270290827699,0.525260217366045,0.013117282091650579
EMNIST Balanced,59,1.0,0.15,0.32810927475134105,0.4823327343549525,0.21198285959065316,0.5984591495156404,0.44521277055796693,0.016381816495934627
EMNIST Balanced,11,1.0,0.22,0.31913023136072655,0.5056746843361092,0.22302667248454688,0.6017782432122889,0.6014449304658495,0.022971120342926508
EMNIST Balanced,23,1.0,0.22,0.3395558392027772,0.5087957644216753,0.20833035678945466,0.6400212468349978,0.5901314422667093,0.015509742209801433
EMNIST Balanced,37,1.0,0.22,0.3378840039610149,0.5075159953229831,0.19349397833085805,0.65190602095314,0.5966530082138196,0.01834929438597116
EMNIST Balanced,47,1.0,0.22,0.33693427330358583,0.4930301894988584,0.2029074337196743,0.62705702908277,0.597640217366045,0.014209282091650578
EMNIST Balanced,59,1.0,0.22,0.337594274751341,0.5010227343549525,0.21222785959065316,0.6263891495156403,0.5175927705579669,0.017473816495934626
EMNIST Balanced,11,1.0,0.3,0.31977023136072663,0.5162346843361092,0.22990667248454694,0.606098243212289,0.6625649304658495,0.02277912034292651
EMNIST Balanced,23,1.0,0.3,0.3401958392027773,0.5193557644216753,0.2152103567894547,0.6443412468349979,0.6512514422667094,0.015317742209801435
EMNIST Balanced,37,1.0,0.3,0.338524003961015,0.5180759953229831,0.20037397833085807,0.6562260209531401,0.6577730082138197,0.018157294385971162
EMNIST Balanced,47,1.0,0.3,0.3375742733035859,0.5035901894988584,0.20978743371967432,0.6313770290827699,0.6587602173660451,0.01401728209165058
EMNIST Balanced,59,1.0,0.3,0.3382342747513411,0.5115827343549525,0.21910785959065318,0.6307091495156404,0.578712770557967,0.01728181649593463
